event_id,event_type,severity,severity_label,source,detections,timestamp,event_date,hour_utc,mitre_tactic,mitre_technique,attack_stage,target_system,organization_unit,origin_country,origin_lat,origin_lon,target_country,target_lat,target_lon,geo_risk_factor,risk_score,anomaly_flag
CTE-000109,phishing,4,Medium,email,3,2025-10-24T19:08:00Z,2025-10-24,19,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Executive,United States,37.0902,-95.7129,Germany,51.1657,10.4515,1.05,40.78,False
CTE-000108,phishing,5,Medium,email,3,2025-10-24T19:51:00Z,2025-10-24,19,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Finance,Singapore,1.3521,103.8198,United States,37.0902,-95.7129,1.08,48.11,False
CTE-000107,bruteforce,1,Low,auth,1,2025-10-24T20:08:00Z,2025-10-24,20,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Identity Provider,Operations,United Arab Emirates,23.4241,53.8478,United States,37.0902,-95.7129,1.12,23.34,False
CTE-000116,bruteforce,8,High,auth,5,2025-10-24T22:52:00Z,2025-10-24,22,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Support,India,20.5937,78.9629,Singapore,1.3521,103.8198,1.1,56.66,False
CTE-000123,ddos,8,High,network,4,2025-10-25T00:01:00Z,2025-10-25,0,Impact,T1498 - Network Denial of Service,Service Disruption,CDN Edge,Sales,South Africa,-30.5595,22.9375,United States,37.0902,-95.7129,1.18,57.29,False
CTE-000121,malware,6,Medium,endpoint,3,2025-10-25T00:38:00Z,2025-10-25,0,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Finance,India,20.5937,78.9629,Australia,-25.2744,133.7751,1.1,58.7,False
CTE-000124,phishing,7,High,email,3,2025-10-25T05:02:00Z,2025-10-25,5,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Support,Brazil,-14.235,-51.9253,United States,37.0902,-95.7129,1.16,59.55,False
CTE-000122,ransomware,9,Critical,endpoint,6,2025-10-25T05:21:00Z,2025-10-25,5,Impact,T1486 - Data Encrypted for Impact,Data Encryption,File Server,Engineering,Russia,61.524,105.3188,United Kingdom,55.3781,-3.436,1.28,66.89,True
CTE-000119,ddos,7,High,network,5,2025-10-25T07:19:00Z,2025-10-25,7,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Support,United States,37.0902,-95.7129,United States,37.0902,-95.7129,1.05,56.84,False
CTE-000117,phishing,6,Medium,email,3,2025-10-25T07:52:00Z,2025-10-25,7,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Operations,China,35.8617,104.1954,United States,37.0902,-95.7129,1.2,53.04,False
CTE-000120,phishing,5,Medium,email,1,2025-10-25T10:54:00Z,2025-10-25,10,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Finance,Germany,51.1657,10.4515,India,20.5937,78.9629,1.03,44.93,False
CTE-000125,bruteforce,7,High,auth,5,2025-10-25T17:08:00Z,2025-10-25,17,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Privileged Console,Support,Brazil,-14.235,-51.9253,Australia,-25.2744,133.7751,1.16,55.13,False
CTE-000118,ddos,9,Critical,network,3,2025-10-25T22:27:00Z,2025-10-25,22,Impact,T1498 - Network Denial of Service,Service Disruption,CDN Edge,Engineering,India,20.5937,78.9629,Singapore,1.3521,103.8198,1.1,70.56,False
CTE-000127,ddos,7,High,network,1,2025-10-26T00:50:00Z,2025-10-26,0,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Engineering,Germany,51.1657,10.4515,Germany,51.1657,10.4515,1.03,57.28,False
CTE-000132,malware,7,High,endpoint,4,2025-10-26T01:11:00Z,2025-10-26,1,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Engineering,South Africa,-30.5595,22.9375,Germany,51.1657,10.4515,1.18,57.04,False
CTE-000128,ransomware,9,Critical,endpoint,6,2025-10-26T02:13:00Z,2025-10-26,2,Impact,T1486 - Data Encrypted for Impact,Data Encryption,File Server,Operations,India,20.5937,78.9629,United States,37.0902,-95.7129,1.1,69.78,True
CTE-000126,phishing,2,Low,email,2,2025-10-26T02:18:00Z,2025-10-26,2,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Sales,United States,37.0902,-95.7129,United States,37.0902,-95.7129,1.05,33.57,False
CTE-000135,malware,5,Medium,endpoint,2,2025-10-26T04:41:00Z,2025-10-26,4,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Engineering,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,50.95,False
CTE-000129,phishing,6,Medium,email,2,2025-10-26T05:15:00Z,2025-10-26,5,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Finance,India,20.5937,78.9629,United Kingdom,55.3781,-3.436,1.1,47.31,False
CTE-000131,phishing,4,Medium,email,1,2025-10-26T05:17:00Z,2025-10-26,5,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Engineering,Germany,51.1657,10.4515,Singapore,1.3521,103.8198,1.03,32.87,False
CTE-000133,phishing,4,Medium,email,3,2025-10-26T06:29:00Z,2025-10-26,6,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Finance,United States,37.0902,-95.7129,India,20.5937,78.9629,1.05,46.38,False
CTE-000136,phishing,6,Medium,auth,4,2025-10-26T10:02:00Z,2025-10-26,10,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Finance,Singapore,1.3521,103.8198,Australia,-25.2744,133.7751,1.08,47.94,False
CTE-000139,phishing,5,Medium,email,1,2025-10-26T11:17:00Z,2025-10-26,11,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Support,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,38.53,False
CTE-000134,malware,10,Critical,endpoint,5,2025-10-26T15:30:00Z,2025-10-26,15,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Sales,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,75.97,True
CTE-000138,ddos,6,Medium,network,5,2025-10-26T21:58:00Z,2025-10-26,21,Impact,T1498 - Network Denial of Service,Service Disruption,CDN Edge,Engineering,Russia,61.524,105.3188,United Arab Emirates,23.4241,53.8478,1.28,58.25,False
CTE-000137,ransomware,7,High,endpoint,8,2025-10-26T23:06:00Z,2025-10-26,23,Impact,T1486 - Data Encrypted for Impact,Data Encryption,Backup Repository,Finance,Germany,51.1657,10.4515,Germany,51.1657,10.4515,1.03,76.66,True
CTE-000130,ddos,7,High,network,4,2025-10-26T23:46:00Z,2025-10-26,23,Impact,T1498 - Network Denial of Service,Service Disruption,Public API,Sales,South Africa,-30.5595,22.9375,Australia,-25.2744,133.7751,1.18,55.02,False
CTE-000142,malware,8,High,endpoint,2,2025-10-27T02:16:00Z,2025-10-27,2,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Engineering,United Arab Emirates,23.4241,53.8478,India,20.5937,78.9629,1.12,63.64,False
CTE-000143,ddos,10,Critical,auth,4,2025-10-27T02:29:00Z,2025-10-27,2,Impact,T1498 - Network Denial of Service,Service Disruption,CDN Edge,Sales,United States,37.0902,-95.7129,India,20.5937,78.9629,1.05,62.99,False
CTE-000141,malware,4,Medium,endpoint,1,2025-10-27T07:54:00Z,2025-10-27,7,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Finance,China,35.8617,104.1954,United States,37.0902,-95.7129,1.2,38.42,False
CTE-000145,phishing,3,Low,email,1,2025-10-27T07:56:00Z,2025-10-27,7,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Executive,Germany,51.1657,10.4515,United States,37.0902,-95.7129,1.03,33.65,False
CTE-000140,phishing,7,High,email,2,2025-10-27T14:08:00Z,2025-10-27,14,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Engineering,Singapore,1.3521,103.8198,Australia,-25.2744,133.7751,1.08,51.28,False
CTE-000144,malware,5,Medium,email,1,2025-10-27T17:50:00Z,2025-10-27,17,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Support,Brazil,-14.235,-51.9253,India,20.5937,78.9629,1.16,46.55,False
CTE-000156,phishing,4,Medium,email,4,2025-10-28T02:09:00Z,2025-10-28,2,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Operations,United States,37.0902,-95.7129,India,20.5937,78.9629,1.05,40.66,False
CTE-000150,ddos,10,Critical,network,5,2025-10-28T02:19:00Z,2025-10-28,2,Impact,T1498 - Network Denial of Service,Service Disruption,Public API,Engineering,United States,37.0902,-95.7129,Australia,-25.2744,133.7751,1.05,76.91,True
CTE-000147,phishing,7,High,email,1,2025-10-28T03:04:00Z,2025-10-28,3,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Operations,United States,37.0902,-95.7129,United Kingdom,55.3781,-3.436,1.05,55.06,False
CTE-000158,malware,8,High,endpoint,5,2025-10-28T04:40:00Z,2025-10-28,4,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Operations,United Arab Emirates,23.4241,53.8478,Germany,51.1657,10.4515,1.12,71.25,False
CTE-000149,ransomware,9,Critical,network,4,2025-10-28T11:04:00Z,2025-10-28,11,Impact,T1486 - Data Encrypted for Impact,Data Encryption,Database Cluster,Executive,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,66.67,False
CTE-000148,malware,9,Critical,endpoint,5,2025-10-28T12:09:00Z,2025-10-28,12,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Engineering,United States,37.0902,-95.7129,India,20.5937,78.9629,1.05,71.98,False
CTE-000155,bruteforce,2,Low,auth,3,2025-10-28T13:02:00Z,2025-10-28,13,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Identity Provider,Finance,India,20.5937,78.9629,United States,37.0902,-95.7129,1.1,33.96,False
CTE-000146,malware,8,High,endpoint,5,2025-10-28T13:54:00Z,2025-10-28,13,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Engineering,Russia,61.524,105.3188,United Kingdom,55.3781,-3.436,1.28,65.41,False
CTE-000151,ddos,7,High,endpoint,9,2025-10-28T15:51:00Z,2025-10-28,15,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Finance,India,20.5937,78.9629,United States,37.0902,-95.7129,1.1,77.05,True
CTE-000154,ddos,8,High,network,2,2025-10-28T20:48:00Z,2025-10-28,20,Impact,T1498 - Network Denial of Service,Service Disruption,Public API,Support,Russia,61.524,105.3188,United Kingdom,55.3781,-3.436,1.28,61.14,False
CTE-000152,ransomware,10,Critical,endpoint,8,2025-10-28T22:29:00Z,2025-10-28,22,Impact,T1486 - Data Encrypted for Impact,Data Encryption,Database Cluster,Engineering,Brazil,-14.235,-51.9253,Australia,-25.2744,133.7751,1.16,82.61,True
CTE-000159,ransomware,10,Critical,endpoint,7,2025-10-28T22:46:00Z,2025-10-28,22,Impact,T1486 - Data Encrypted for Impact,Data Encryption,File Server,Operations,China,35.8617,104.1954,United Kingdom,55.3781,-3.436,1.2,80.07,True
CTE-000153,phishing,6,Medium,endpoint,2,2025-10-28T23:15:00Z,2025-10-28,23,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Sales,India,20.5937,78.9629,United Arab Emirates,23.4241,53.8478,1.1,43.85,False
CTE-000157,ransomware,7,High,endpoint,8,2025-10-28T23:25:00Z,2025-10-28,23,Impact,T1486 - Data Encrypted for Impact,Data Encryption,Database Cluster,Engineering,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,60.91,False
CTE-000165,bruteforce,8,High,auth,3,2025-10-29T02:43:00Z,2025-10-29,2,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Privileged Console,Executive,Germany,51.1657,10.4515,India,20.5937,78.9629,1.03,54.03,False
CTE-000166,malware,5,Medium,endpoint,2,2025-10-29T04:32:00Z,2025-10-29,4,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Engineering,United Arab Emirates,23.4241,53.8478,Singapore,1.3521,103.8198,1.12,41.78,False
CTE-000161,malware,7,High,endpoint,2,2025-10-29T06:38:00Z,2025-10-29,6,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Finance,Brazil,-14.235,-51.9253,United States,37.0902,-95.7129,1.16,53.33,False
CTE-000163,bruteforce,5,Medium,auth,5,2025-10-29T10:56:00Z,2025-10-29,10,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Sales,Germany,51.1657,10.4515,Germany,51.1657,10.4515,1.03,49.63,False
CTE-000162,ddos,7,High,network,4,2025-10-29T14:20:00Z,2025-10-29,14,Impact,T1498 - Network Denial of Service,Service Disruption,CDN Edge,Finance,Brazil,-14.235,-51.9253,Australia,-25.2744,133.7751,1.16,59.44,False
CTE-000164,phishing,4,Medium,email,3,2025-10-29T15:05:00Z,2025-10-29,15,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Operations,China,35.8617,104.1954,Singapore,1.3521,103.8198,1.2,42.24,False
CTE-000160,bruteforce,7,High,auth,4,2025-10-29T18:25:00Z,2025-10-29,18,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Privileged Console,Finance,Russia,61.524,105.3188,Australia,-25.2744,133.7751,1.28,54.41,False
CTE-000174,malware,6,Medium,endpoint,1,2025-10-30T00:04:00Z,2025-10-30,0,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Operations,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,52.67,False
CTE-000177,bruteforce,6,Medium,endpoint,4,2025-10-30T04:59:00Z,2025-10-30,4,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Identity Provider,Finance,Russia,61.524,105.3188,United States,37.0902,-95.7129,1.28,58.34,False
CTE-000170,phishing,7,High,email,2,2025-10-30T08:51:00Z,2025-10-30,8,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Support,Singapore,1.3521,103.8198,United Arab Emirates,23.4241,53.8478,1.08,54.4,False
CTE-000178,malware,5,Medium,endpoint,1,2025-10-30T08:55:00Z,2025-10-30,8,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Engineering,India,20.5937,78.9629,Singapore,1.3521,103.8198,1.1,49.08,False
CTE-000179,bruteforce,4,Medium,auth,3,2025-10-30T09:53:00Z,2025-10-30,9,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Identity Provider,Engineering,Russia,61.524,105.3188,United States,37.0902,-95.7129,1.28,40.85,False
CTE-000175,bruteforce,5,Medium,auth,2,2025-10-30T10:05:00Z,2025-10-30,10,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Identity Provider,Engineering,China,35.8617,104.1954,United Arab Emirates,23.4241,53.8478,1.2,43.25,False
CTE-000169,malware,10,Critical,endpoint,4,2025-10-30T11:13:00Z,2025-10-30,11,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Operations,Russia,61.524,105.3188,United States,37.0902,-95.7129,1.28,68.36,False
CTE-000167,phishing,4,Medium,email,2,2025-10-30T11:28:00Z,2025-10-30,11,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Support,China,35.8617,104.1954,Singapore,1.3521,103.8198,1.2,35.92,False
CTE-000168,ddos,5,Medium,network,3,2025-10-30T11:32:00Z,2025-10-30,11,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Engineering,China,35.8617,104.1954,United States,37.0902,-95.7129,1.2,45.09,False
CTE-000172,malware,6,Medium,endpoint,4,2025-10-30T13:38:00Z,2025-10-30,13,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Operations,South Africa,-30.5595,22.9375,United Arab Emirates,23.4241,53.8478,1.18,59.98,False
CTE-000176,ddos,7,High,network,4,2025-10-30T13:53:00Z,2025-10-30,13,Impact,T1498 - Network Denial of Service,Service Disruption,Public API,Engineering,Germany,51.1657,10.4515,India,20.5937,78.9629,1.03,51.4,False
CTE-000173,bruteforce,8,High,auth,3,2025-10-30T21:21:00Z,2025-10-30,21,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Identity Provider,Operations,India,20.5937,78.9629,Germany,51.1657,10.4515,1.1,57.33,False
CTE-000171,bruteforce,8,High,auth,3,2025-10-30T21:21:00Z,2025-10-30,21,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Engineering,India,20.5937,78.9629,United States,37.0902,-95.7129,1.1,59.12,False
CTE-000185,bruteforce,7,High,auth,2,2025-10-31T06:04:00Z,2025-10-31,6,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Sales,China,35.8617,104.1954,United Kingdom,55.3781,-3.436,1.2,61.38,False
CTE-000181,malware,6,Medium,endpoint,5,2025-10-31T06:08:00Z,2025-10-31,6,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Operations,Russia,61.524,105.3188,Germany,51.1657,10.4515,1.28,61.49,False
CTE-000184,ransomware,10,Critical,endpoint,4,2025-10-31T07:24:00Z,2025-10-31,7,Impact,T1486 - Data Encrypted for Impact,Data Encryption,File Server,Support,Brazil,-14.235,-51.9253,Germany,51.1657,10.4515,1.16,70.58,False
CTE-000182,phishing,1,Low,email,3,2025-10-31T12:33:00Z,2025-10-31,12,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Support,Singapore,1.3521,103.8198,United States,37.0902,-95.7129,1.08,30.22,False
CTE-000180,phishing,5,Medium,email,2,2025-10-31T15:16:00Z,2025-10-31,15,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Executive,India,20.5937,78.9629,India,20.5937,78.9629,1.1,40.04,False
CTE-000186,phishing,3,Low,email,2,2025-10-31T15:49:00Z,2025-10-31,15,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Support,United Arab Emirates,23.4241,53.8478,India,20.5937,78.9629,1.12,35.06,False
CTE-000183,bruteforce,8,High,auth,1,2025-10-31T23:24:00Z,2025-10-31,23,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Support,Germany,51.1657,10.4515,Germany,51.1657,10.4515,1.03,59.65,False
CTE-000190,malware,4,Medium,endpoint,3,2025-11-01T05:10:00Z,2025-11-01,5,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Engineering,Germany,51.1657,10.4515,Singapore,1.3521,103.8198,1.03,44.72,False
CTE-000187,bruteforce,4,Medium,auth,3,2025-11-01T06:49:00Z,2025-11-01,6,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Identity Provider,Sales,China,35.8617,104.1954,United Kingdom,55.3781,-3.436,1.2,42.09,False
CTE-000188,ddos,6,Medium,network,3,2025-11-01T07:41:00Z,2025-11-01,7,Impact,T1498 - Network Denial of Service,Service Disruption,Public API,Support,Brazil,-14.235,-51.9253,India,20.5937,78.9629,1.16,51.26,False
CTE-000189,ransomware,7,High,network,2,2025-11-01T09:30:00Z,2025-11-01,9,Impact,T1486 - Data Encrypted for Impact,Data Encryption,Database Cluster,Engineering,United Kingdom,55.3781,-3.436,Singapore,1.3521,103.8198,1.04,61.28,False
CTE-000192,malware,7,High,endpoint,3,2025-11-01T13:53:00Z,2025-11-01,13,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Finance,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,50.95,False
CTE-000191,ddos,8,High,network,5,2025-11-01T17:51:00Z,2025-11-01,17,Impact,T1498 - Network Denial of Service,Service Disruption,CDN Edge,Finance,United Kingdom,55.3781,-3.436,United Kingdom,55.3781,-3.436,1.04,63.04,False
CTE-000193,ddos,7,High,endpoint,3,2025-11-02T03:10:00Z,2025-11-02,3,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Engineering,Germany,51.1657,10.4515,Germany,51.1657,10.4515,1.03,62.17,False
CTE-000195,phishing,6,Medium,email,1,2025-11-02T03:41:00Z,2025-11-02,3,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Sales,United States,37.0902,-95.7129,Singapore,1.3521,103.8198,1.05,43.88,False
CTE-000196,bruteforce,5,Medium,auth,4,2025-11-02T05:11:00Z,2025-11-02,5,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Identity Provider,Finance,Brazil,-14.235,-51.9253,Germany,51.1657,10.4515,1.16,51.69,False
CTE-000198,malware,8,High,endpoint,3,2025-11-02T05:20:00Z,2025-11-02,5,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Executive,United Arab Emirates,23.4241,53.8478,United States,37.0902,-95.7129,1.12,60.67,False
CTE-000199,phishing,1,Low,email,3,2025-11-02T14:52:00Z,2025-11-02,14,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Engineering,United States,37.0902,-95.7129,United States,37.0902,-95.7129,1.05,29.01,False
